0	560.9189	540.7537	510.4683	720.475	567.4619	584.1121	580.395	498.8821	649.03	517.7271	458.4244	507.9443	511.9948	611.574	527.7804	531.4187	501.2512	552.9006	626.9911	518.8505	474.2538	579.8302	509.9013	407.8354	505.706	522.4079	677.0994	530.6014	512.5014
0.042513021	603.3871	571.3194	539.5294	690.9429	542.9954	589.3454	617.739	460.3609	647.177	535.0196	506.7149	546.11	547.4817	686.0906	611.2983	530.5814	509.3084	565.3621	649.9005	530.1954	481.094	571.8007	514.9495	426.3126	535.5516	582.0389	705.8058	531.0801	563.7136
0.085026042	624.848	609.5451	565.0095	633.7401	540.4553	581.1544	610.7404	453.8993	635.4244	574.2599	586.4276	597.2997	561.5823	691.7661	670.3227	548.8794	507.2487	586.2433	675.4708	570.0454	525.0344	562.3418	539.9616	476.527	596.6712	656.3534	667.4905	555.367	595.3253
0.127539063	616.6131	626.9835	584.3789	585.2475	554.3961	562.9857	572.8524	483.6452	630.2665	591.697	646.1784	638.1603	564.8253	625.8412	682.3878	591.7329	502.0706	596.5288	693.6878	626.0957	578.0279	561.0643	583.0634	537.5753	649.7458	714.9972	604.5061	573.5718	593.8917
0.170052083	582.0602	612.745	591.6169	569.9115	555.9736	554.5679	543.4588	530.0316	628.5941	568.7308	650.7953	642.788	575.7302	543.2624	653.1688	646.697	515.2404	585.344	684.3119	661.6072	592.554	561.1855	617.4706	590.8068	665.5659	736.0693	563.4095	580.5832	577.0124
0.212565104	544.4959	585.786	589.7118	576.5176	542.588	556.4816	556.1076	563.8317	619.8602	542.7481	613.1421	601.191	587.3119	493.9292	612.6937	674.7037	545.6669	563.5826	634.8016	651.7397	549.4225	552.9709	610.0658	624.7304	642.1773	715.2297	553.9958	581.1526	552.1048
0.255078125	525.6184	575.338	583.8566	579.9914	542.0955	570.8869	604.599	576.1117	612.9028	551.497	570.8753	526.7066	590.2392	482.4529	576.527	637.7677	566.2667	539.7919	560.0996	607.9255	475.4622	531.8278	566.0977	621.3704	602.3058	667.7577	565.6437	574.6203	509.7522
0.297591146	536.2855	588.6527	579.3575	577.1548	570.8314	596.7417	644.8671	579.6672	611.4269	582.6241	553.9342	456.4608	590.1169	483.7816	548.6682	549.7964	566.2406	511.7347	494.0907	555.6843	427.7641	511.0579	525.4307	574.7182	565.6557	611.8339	580.018	559.6838	459.7495
0.340104167	569.0088	613.2871	575.6795	573.9325	613.5523	620.4564	657.3958	585.4051	594.9084	604.1832	570.6977	427.4849	596.2795	491.1379	521.0785	469.8768	563.1038	484.302	459.9929	517.349	433.248	506.6497	515.8901	499.3603	540.3217	571.1608	582.6752	557.0858	434.7325
0.382617188	595.5329	622.1537	567.3591	570.5263	641.0489	626.867	661.9799	592.8877	553.4403	604.9758	595.0353	443.6881	602.7837	505.4358	501.4506	448.6788	569.8461	478.8342	453.4682	494.3166	475.8451	514.4232	531.2897	437.4895	527.1646	557.7515	580.377	578.9464	449.6131
